Date,Customer_ID,Product_ID,Demand_Quantity
2026-08-29,C001,P011,7
2026-06-01,C002,P012,11
2026-06-02,C002,P012,8
2026-06-03,C002,P012,11
2026-06-04,C002,P012,8
2026-06-05,C002,P012,9
2026-06-06,C002,P012,7
2026-06-07,C002,P012,10
2026-06-08,C002,P012,12
2026-06-09,C002,P012,10
2026-06-10,C002,P012,9
2026-06-11,C002,P012,8
2026-06-12,C002,P012,9
2026-06-13,C002,P012,6
2026-06-14,C002,P012,7
2026-06-15,C002,P012,9
2026-06-16,C002,P012,11
2026-06-17,C002,P012,13
2026-06-18,C002,P012,8
2026-06-19,C002,P012,11
2026-06-20,C002,P012,8
2026-06-21,C002,P012,8
2026-06-22,C002,P012,9
2026-06-23,C002,P012,8
2026-06-24,C002,P012,8
2026-06-25,C002,P012,8
2026-06-26,C002,P012,7
2026-06-27,C002,P012,6
2026-06-28,C002,P012,9
2026-06-29,C002,P012,8
2026-06-30,C002,P012,8
2026-07-01,C002,P012,9
2026-07-02,C002,P012,10
2026-07-03,C002,P012,10
2026-07-04,C002,P012,8
2026-07-05,C002,P012,10
2026-07-06,C002,P012,12
2026-07-07,C002,P012,10
2026-07-08,C002,P012,11
2026-07-09,C002,P012,12
2026-07-10,C002,P012,11
2026-07-11,C002,P012,10
2026-07-12,C002,P012,10
2026-07-13,C002,P012,10
2026-07-14,C002,P012,8
2026-07-15,C002,P012,10
2026-07-16,C002,P012,7
2026-07-17,C002,P012,8
2026-07-18,C002,P012,10
2026-07-19,C002,P012,9
2026-07-20,C002,P012,10
2026-07-21,C002,P012,8
2026-07-22,C002,P012,7
2026-07-23,C002,P012,8
2026-07-24,C002,P012,8
2026-07-25,C002,P012,8
2026-07-26,C002,P012,9
2026-07-27,C002,P012,8
2026-07-28,C002,P012,9
2026-07-29,C002,P012,7
2026-07-30,C002,P012,9
2026-07-31,C002,P012,9
2026-08-01,C002,P012,7
2026-08-02,C002,P012,8
2026-08-03,C002,P012,9
2026-08-04,C002,P012,9
2026-08-05,C002,P012,12
2026-08-06,C002,P012,10
2026-08-07,C002,P012,9
2026-08-08,C002,P012,6
2026-08-09,C002,P012,8
2026-08-10,C002,P012,9
2026-08-11,C002,P012,8
2026-08-12,C002,P012,12
2026-08-13,C002,P012,9
2026-08-14,C002,P012,11
2026-08-15,C002,P012,8
2026-08-16,C002,P012,8
2026-08-17,C002,P012,9
2026-08-18,C002,P012,9
2026-08-19,C002,P012,11
2026-08-20,C002,P012,5
2026-08-21,C002,P012,6
2026-08-22,C002,P012,7
2026-08-23,C002,P012,8
2026-08-24,C002,P012,9
2026-08-25,C002,P012,9
2026-08-26,C002,P012,8
2026-08-27,C002,P012,10
2026-08-28,C002,P012,10
2026-08-29,C002,P012,8
2026-06-01,C003,P013,31
2026-06-02,C003,P013,29
2026-06-03,C003,P013,25
2026-06-04,C003,P013,31
2026-06-05,C003,P013,29
2026-06-06,C003,P013,27
2026-06-07,C003,P013,33
2026-06-08,C003,P013,18
2026-06-09,C003,P013,23
2026-06-10,C003,P013,24
2026-06-11,C003,P013,27
2026-06-12,C003,P013,27
2026-06-13,C003,P013,20
2026-06-14,C003,P013,22
2026-06-15,C003,P013,24
2026-06-16,C003,P013,38
2026-06-17,C003,P013,34
2026-06-18,C003,P013,24
2026-06-19,C003,P013,24
2026-06-20,C003,P013,19
2026-06-21,C003,P013,16
2026-06-22,C003,P013,24
2026-06-23,C003,P013,21
2026-06-24,C003,P013,25
2026-06-25,C003,P013,19
2026-06-26,C003,P013,22
2026-06-27,C003,P013,24
2026-06-28,C003,P013,25
2026-06-29,C003,P013,28
2026-06-30,C003,P013,21
2026-07-01,C003,P013,31
2026-07-02,C003,P013,24
2026-07-03,C003,P013,31
2026-07-04,C003,P013,26
2026-07-05,C003,P013,21
2026-07-06,C003,P013,27
2026-07-07,C003,P013,31
2026-07-08,C003,P013,32
2026-07-09,C003,P013,28
2026-07-10,C003,P013,36
2026-07-11,C003,P013,31
2026-07-12,C003,P013,25
2026-07-13,C003,P013,32
2026-07-14,C003,P013,37
2026-07-15,C003,P013,36
2026-07-16,C003,P013,22
2026-07-17,C003,P013,23
2026-07-18,C003,P013,30
2026-07-19,C003,P013,20
2026-07-20,C003,P013,20
2026-07-21,C003,P013,23
2026-07-22,C003,P013,27
2026-07-23,C003,P013,24
2026-07-24,C003,P013,22
2026-07-25,C003,P013,20
2026-07-26,C003,P013,20
2026-07-27,C003,P013,22
2026-07-28,C003,P013,35
2026-07-29,C003,P013,27
2026-07-30,C003,P013,30
2026-07-31,C003,P013,25
2026-08-01,C003,P013,25
2026-08-02,C003,P013,23
2026-08-03,C003,P013,16
2026-08-04,C003,P013,22
2026-08-05,C003,P013,21
2026-08-06,C003,P013,19
2026-08-07,C003,P013,24
2026-08-08,C003,P013,33
2026-08-09,C003,P013,27
2026-08-10,C003,P013,35
2026-08-11,C003,P013,30
2026-08-12,C003,P013,32
2026-08-13,C003,P013,24
2026-08-14,C003,P013,30
2026-08-15,C003,P013,28
2026-08-16,C003,P013,22
2026-08-17,C003,P013,28
2026-08-18,C003,P013,28
2026-08-19,C003,P013,23
2026-08-20,C003,P013,21
2026-08-21,C003,P013,20
2026-08-22,C003,P013,23
2026-08-23,C003,P013,24
2026-08-24,C003,P013,22
2026-08-25,C003,P013,25
2026-08-26,C003,P013,28
2026-08-27,C003,P013,28
2026-08-28,C003,P013,33
2026-08-29,C003,P013,29
2026-06-01,C004,P014,28
2026-06-02,C004,P014,43
2026-06-03,C004,P014,31
2026-06-04,C004,P014,40
2026-06-05,C004,P014,35
2026-06-06,C004,P014,30
2026-06-07,C004,P014,23
2026-06-08,C004,P014,35
2026-06-09,C004,P014,27
2026-06-10,C004,P014,41
2026-06-11,C004,P014,44
2026-06-12,C004,P014,31
2026-06-13,C004,P014,33
2026-06-14,C004,P014,28
2026-06-15,C004,P014,30
2026-06-16,C004,P014,37
2026-06-17,C004,P014,32
2026-06-18,C004,P014,41
2026-06-19,C004,P014,29
2026-06-20,C004,P014,33
2026-06-21,C004,P014,29
2026-06-22,C004,P014,34
2026-06-23,C004,P014,28
2026-06-24,C004,P014,30
2026-06-25,C004,P014,30
2026-06-26,C004,P014,27
2026-06-27,C004,P014,32
2026-06-28,C004,P014,32
2026-06-29,C004,P014,35
2026-06-30,C004,P014,40
2026-07-01,C004,P014,41
2026-07-02,C004,P014,32
2026-07-03,C004,P014,36
2026-07-04,C004,P014,29
2026-07-05,C004,P014,32
2026-07-06,C004,P014,32
2026-07-07,C004,P014,45
2026-07-08,C004,P014,38
2026-07-09,C004,P014,34
2026-07-10,C004,P014,42
2026-07-11,C004,P014,21
2026-07-12,C004,P014,22
2026-07-13,C004,P014,39
2026-07-14,C004,P014,34
2026-07-15,C004,P014,35
2026-07-16,C004,P014,26
2026-07-17,C004,P014,32
2026-07-18,C004,P014,39
2026-07-19,C004,P014,33
2026-07-20,C004,P014,32
2026-07-21,C004,P014,29
2026-07-22,C004,P014,29
2026-07-23,C004,P014,20
2026-07-24,C004,P014,32
2026-07-25,C004,P014,32
2026-07-26,C004,P014,21
2026-07-27,C004,P014,28
2026-07-28,C004,P014,26
2026-07-29,C004,P014,27
2026-07-30,C004,P014,33
2026-07-31,C004,P014,22
2026-08-01,C004,P014,34
2026-08-02,C004,P014,35
2026-08-03,C004,P014,33
2026-08-04,C004,P014,21
2026-08-05,C004,P014,30
2026-08-06,C004,P014,43
2026-08-07,C004,P014,20
2026-08-08,C004,P014,31
2026-08-09,C004,P014,27
2026-08-10,C004,P014,40
2026-08-11,C004,P014,31
2026-08-12,C004,P014,37
2026-08-13,C004,P014,37
2026-08-14,C004,P014,43
2026-08-15,C004,P014,29
2026-08-16,C004,P014,32
2026-08-17,C004,P014,24
2026-08-18,C004,P014,37
2026-08-19,C004,P014,27
2026-08-20,C004,P014,28
2026-08-21,C004,P014,30
2026-08-22,C004,P014,21
2026-08-23,C004,P014,29
2026-08-24,C004,P014,35
2026-08-25,C004,P014,32
2026-08-26,C004,P014,23
2026-08-27,C004,P014,31
2026-08-28,C004,P014,36
2026-08-29,C004,P014,21
2026-06-01,C005,P015,12
2026-06-02,C005,P015,17
2026-06-03,C005,P015,16
2026-06-04,C005,P015,17
2026-06-05,C005,P015,21
2026-06-06,C005,P015,16
2026-06-07,C005,P015,16
2026-06-08,C005,P015,23
2026-06-09,C005,P015,16
2026-06-10,C005,P015,14
2026-06-11,C005,P015,17
2026-06-12,C005,P015,17
2026-06-13,C005,P015,13
2026-06-14,C005,P015,12
2026-06-15,C005,P015,21
2026-06-16,C005,P015,16
2026-06-17,C005,P015,13
2026-06-18,C005,P015,17
2026-06-19,C005,P015,14
2026-06-20,C005,P015,12
2026-06-21,C005,P015,14
2026-06-22,C005,P015,11
2026-06-23,C005,P015,15
2026-06-24,C005,P015,18
2026-06-25,C005,P015,15
2026-06-26,C005,P015,13
2026-06-27,C005,P015,12
2026-06-28,C005,P015,12
2026-06-29,C005,P015,14
2026-06-30,C005,P015,14
2026-07-01,C005,P015,17
2026-07-02,C005,P015,11
2026-07-03,C005,P015,18
2026-07-04,C005,P015,14
2026-07-05,C005,P015,16
2026-07-06,C005,P015,13
2026-07-07,C005,P015,20
2026-07-08,C005,P015,19
2026-07-09,C005,P015,19
2026-07-10,C005,P015,12
2026-07-11,C005,P015,17
2026-07-12,C005,P015,16
2026-07-13,C005,P015,12
2026-07-14,C005,P015,15
2026-07-15,C005,P015,16
2026-07-16,C005,P015,16
2026-07-17,C005,P015,15
2026-07-18,C005,P015,14
2026-07-19,C005,P015,16
2026-07-20,C005,P015,17
2026-07-21,C005,P015,8
2026-07-22,C005,P015,13
2026-07-23,C005,P015,13
2026-07-24,C005,P015,10
2026-07-25,C005,P015,13
2026-07-26,C005,P015,15
2026-07-27,C005,P015,12
2026-07-28,C005,P015,15
2026-07-29,C005,P015,12
2026-07-30,C005,P015,13
2026-07-31,C005,P015,19
2026-08-01,C005,P015,13
2026-08-02,C005,P015,15
2026-08-03,C005,P015,11
2026-08-04,C005,P015,21
2026-08-05,C005,P015,18
2026-08-06,C005,P015,16
2026-08-07,C005,P015,18
2026-08-08,C005,P015,12
2026-08-09,C005,P015,18
2026-08-10,C005,P015,15
2026-08-11,C005,P015,15
2026-08-12,C005,P015,14
2026-08-13,C005,P015,14
2026-08-14,C005,P015,17
2026-08-15,C005,P015,14
2026-08-16,C005,P015,15
2026-08-17,C005,P015,14
2026-08-18,C005,P015,15
2026-08-19,C005,P015,13
2026-08-20,C005,P015,19
2026-08-21,C005,P015,10
2026-08-22,C005,P015,15
2026-08-23,C005,P015,15
2026-08-24,C005,P015,12
2026-08-25,C005,P015,19
2026-08-26,C005,P015,16
2026-08-27,C005,P015,17
2026-08-28,C005,P015,15
2026-08-29,C005,P015,13
2026-06-01,C006,P011,34
2026-06-02,C006,P011,38
2026-06-03,C006,P011,44
2026-06-04,C006,P011,38
2026-06-05,C006,P011,32
2026-06-06,C006,P011,39
2026-06-07,C006,P011,40
2026-06-08,C006,P011,42
2026-06-09,C006,P011,42
2026-06-10,C006,P011,36
2026-06-11,C006,P011,32
2026-06-12,C006,P011,32
2026-06-13,C006,P011,25
2026-06-14,C006,P011,35
2026-06-15,C006,P011,35
2026-06-16,C006,P011,33
2026-06-17,C006,P011,18
2026-06-18,C006,P011,27
2026-06-19,C006,P011,39
2026-06-20,C006,P011,27
2026-06-21,C006,P011,32
2026-06-22,C006,P011,25
2026-06-23,C006,P011,40
2026-06-24,C006,P011,31
2026-06-25,C006,P011,34
2026-06-26,C006,P011,45
2026-06-27,C006,P011,38
2026-06-28,C006,P011,29
2026-06-29,C006,P011,31
2026-06-30,C006,P011,33
2026-07-01,C006,P011,38
2026-07-02,C006,P011,35
2026-07-03,C006,P011,34
2026-07-04,C006,P011,42
2026-07-05,C006,P011,33
2026-07-06,C006,P011,51
2026-07-07,C006,P011,38
2026-07-08,C006,P011,49
2026-07-09,C006,P011,40
2026-07-10,C006,P011,43
2026-07-11,C006,P011,30
2026-07-12,C006,P011,29
2026-07-13,C006,P011,39
2026-07-14,C006,P011,42
2026-07-15,C006,P011,36
2026-07-16,C006,P011,28
2026-07-17,C006,P011,27
2026-07-18,C006,P011,24
2026-07-19,C006,P011,22
2026-07-20,C006,P011,33
2026-07-21,C006,P011,38
2026-07-22,C006,P011,32
2026-07-23,C006,P011,21
2026-07-24,C006,P011,31
2026-07-25,C006,P011,29
2026-07-26,C006,P011,40
2026-07-27,C006,P011,25
2026-07-28,C006,P011,31
2026-07-29,C006,P011,43
2026-07-30,C006,P011,37
2026-07-31,C006,P011,38
2026-08-01,C006,P011,33
2026-08-02,C006,P011,35
2026-08-03,C006,P011,41
2026-08-04,C006,P011,32
2026-08-05,C006,P011,43
2026-08-06,C006,P011,29
2026-08-07,C006,P011,40
2026-08-08,C006,P011,36
2026-08-09,C006,P011,31
2026-08-10,C006,P011,37
2026-08-11,C006,P011,33
2026-08-12,C006,P011,30
2026-08-13,C006,P011,34
2026-08-14,C006,P011,29
2026-08-15,C006,P011,34
2026-08-16,C006,P011,26
2026-08-17,C006,P011,38
2026-08-18,C006,P011,27
2026-08-19,C006,P011,30
2026-08-20,C006,P011,29
2026-08-21,C006,P011,39
2026-08-22,C006,P011,31
2026-08-23,C006,P011,29
2026-08-24,C006,P011,35
2026-08-25,C006,P011,22
2026-08-26,C006,P011,33
2026-08-27,C006,P011,44
2026-08-28,C006,P011,35
2026-08-29,C006,P011,32
2026-06-01,C007,P012,10
2026-06-02,C007,P012,10
2026-06-03,C007,P012,6
2026-06-04,C007,P012,7
2026-06-05,C007,P012,10
2026-06-06,C007,P012,8
2026-06-07,C007,P012,11
2026-06-08,C007,P012,9
2026-06-09,C007,P012,7
2026-06-10,C007,P012,8
2026-06-11,C007,P012,5
2026-06-12,C007,P012,9
2026-06-13,C007,P012,8
2026-06-14,C007,P012,8
2026-06-15,C007,P012,11
2026-06-16,C007,P012,11
2026-06-17,C007,P012,9
2026-06-18,C007,P012,6
2026-06-19,C007,P012,9
2026-06-20,C007,P012,8
2026-06-21,C007,P012,8
2026-06-22,C007,P012,10
2026-06-23,C007,P012,7
2026-06-24,C007,P012,11
2026-06-25,C007,P012,7
2026-06-26,C007,P012,9
2026-06-27,C007,P012,6
2026-06-28,C007,P012,7
2026-06-29,C007,P012,11
2026-06-30,C007,P012,8
2026-07-01,C007,P012,10
2026-07-02,C007,P012,9
2026-07-03,C007,P012,9
2026-07-04,C007,P012,11
2026-07-05,C007,P012,8
2026-07-06,C007,P012,7
2026-07-07,C007,P012,8
2026-07-08,C007,P012,11
2026-07-09,C007,P012,10
2026-07-10,C007,P012,7
2026-07-11,C007,P012,8
2026-07-12,C007,P012,8
2026-07-13,C007,P012,9
2026-07-14,C007,P012,7
2026-07-15,C007,P012,8
2026-07-16,C007,P012,8
2026-07-17,C007,P012,10
2026-07-18,C007,P012,9
2026-07-19,C007,P012,8
2026-07-20,C007,P012,8
2026-07-21,C007,P012,9
2026-07-22,C007,P012,7
2026-07-23,C007,P012,7
2026-07-24,C007,P012,7
2026-07-25,C007,P012,7
2026-07-26,C007,P012,6
2026-07-27,C007,P012,9
2026-07-28,C007,P012,10
2026-07-29,C007,P012,6
2026-07-30,C007,P012,9
2026-07-31,C007,P012,9
2026-08-01,C007,P012,9
2026-08-02,C007,P012,9
2026-08-03,C007,P012,7
2026-08-04,C007,P012,8
2026-08-05,C007,P012,10
2026-08-06,C007,P012,11
2026-08-07,C007,P012,6
2026-08-08,C007,P012,9
2026-08-09,C007,P012,11
2026-08-10,C007,P012,9
2026-08-11,C007,P012,10
2026-08-12,C007,P012,8
2026-08-13,C007,P012,9
2026-08-14,C007,P012,7
2026-08-15,C007,P012,5
2026-08-16,C007,P012,9
2026-08-17,C007,P012,7
2026-08-18,C007,P012,8
2026-08-19,C007,P012,7
2026-08-20,C007,P012,6
2026-08-21,C007,P012,8
2026-08-22,C007,P012,7
2026-08-23,C007,P012,8
2026-08-24,C007,P012,9
2026-08-25,C007,P012,9
2026-08-26,C007,P012,9
2026-08-27,C007,P012,11
2026-08-28,C007,P012,7
2026-08-29,C007,P012,8
2026-06-01,C008,P013,39
2026-06-02,C008,P013,40
2026-06-03,C008,P013,26
2026-06-04,C008,P013,33
2026-06-05,C008,P013,43
2026-06-06,C008,P013,35
2026-06-07,C008,P013,34
2026-06-08,C008,P013,34
2026-06-09,C008,P013,33
2026-06-10,C008,P013,37
2026-06-11,C008,P013,34
2026-06-12,C008,P013,35
2026-06-13,C008,P013,32
2026-06-14,C008,P013,28
2026-06-15,C008,P013,36
2026-06-16,C008,P013,48
2026-06-17,C008,P013,23
2026-06-18,C008,P013,34
2026-06-19,C008,P013,28
2026-06-20,C008,P013,31
2026-06-21,C008,P013,28
2026-06-22,C008,P013,34
2026-06-23,C008,P013,36
2026-06-24,C008,P013,31
2026-06-25,C008,P013,36
2026-06-26,C008,P013,19
2026-06-27,C008,P013,36
2026-06-28,C008,P013,31
2026-06-29,C008,P013,37
2026-06-30,C008,P013,26
2026-07-01,C008,P013,29
2026-07-02,C008,P013,34
2026-07-03,C008,P013,34
2026-07-04,C008,P013,33
2026-07-05,C008,P013,38
2026-07-06,C008,P013,25
2026-07-07,C008,P013,41
2026-07-08,C008,P013,36
2026-07-09,C008,P013,34
2026-07-10,C008,P013,27
2026-07-11,C008,P013,35
2026-07-12,C008,P013,20
2026-07-13,C008,P013,38
2026-07-14,C008,P013,26
2026-07-15,C008,P013,34
2026-07-16,C008,P013,32
2026-07-17,C008,P013,39
2026-07-18,C008,P013,29
2026-07-19,C008,P013,26
2026-07-20,C008,P013,29
2026-07-21,C008,P013,37
2026-07-22,C008,P013,33
2026-07-23,C008,P013,29
2026-07-24,C008,P013,29
2026-07-25,C008,P013,21
2026-07-26,C008,P013,30
2026-07-27,C008,P013,22
2026-07-28,C008,P013,35
2026-07-29,C008,P013,33
2026-07-30,C008,P013,45
2026-07-31,C008,P013,27
2026-08-01,C008,P013,30
2026-08-02,C008,P013,40
2026-08-03,C008,P013,41
2026-08-04,C008,P013,31
2026-08-05,C008,P013,37
2026-08-06,C008,P013,36
2026-08-07,C008,P013,37
2026-08-08,C008,P013,29
2026-08-09,C008,P013,32
2026-08-10,C008,P013,26
2026-08-11,C008,P013,36
2026-08-12,C008,P013,37
2026-08-13,C008,P013,33
2026-08-14,C008,P013,25
2026-08-15,C008,P013,35
2026-08-16,C008,P013,32
2026-08-17,C008,P013,28
2026-08-18,C008,P013,30
2026-08-19,C008,P013,24
2026-08-20,C008,P013,26
2026-08-21,C008,P013,28
2026-08-22,C008,P013,33
2026-08-23,C008,P013,25
2026-08-24,C008,P013,34
2026-08-25,C008,P013,28
2026-08-26,C008,P013,32
2026-08-27,C008,P013,31
2026-08-28,C008,P013,36
2026-08-29,C008,P013,27
2026-06-01,C009,P014,28
2026-06-02,C009,P014,29
2026-06-03,C009,P014,35
2026-06-04,C009,P014,31
2026-06-05,C009,P014,42
2026-06-06,C009,P014,34
2026-06-07,C009,P014,51
2026-06-08,C009,P014,29
2026-06-09,C009,P014,41
2026-06-10,C009,P014,33
2026-06-11,C009,P014,36
2026-06-12,C009,P014,40
2026-06-13,C009,P014,22
2026-06-14,C009,P014,36
2026-06-15,C009,P014,49
2026-06-16,C009,P014,34
2026-06-17,C009,P014,38
2026-06-18,C009,P014,42
2026-06-19,C009,P014,34
2026-06-20,C009,P014,29
2026-06-21,C009,P014,20
2026-06-22,C009,P014,38
2026-06-23,C009,P014,33
2026-06-24,C009,P014,29
2026-06-25,C009,P014,35
2026-06-26,C009,P014,31
2026-06-27,C009,P014,29
2026-06-28,C009,P014,36
2026-06-29,C009,P014,28
2026-06-30,C009,P014,42
2026-07-01,C009,P014,29
2026-07-02,C009,P014,34
2026-07-03,C009,P014,50
2026-07-04,C009,P014,42
2026-07-05,C009,P014,37
2026-07-06,C009,P014,34
2026-07-07,C009,P014,36
2026-07-08,C009,P014,40
2026-07-09,C009,P014,40
2026-07-10,C009,P014,39
2026-07-11,C009,P014,36
2026-07-12,C009,P014,35
2026-07-13,C009,P014,30
2026-07-14,C009,P014,35
2026-07-15,C009,P014,43
2026-07-16,C009,P014,29
2026-07-17,C009,P014,35
2026-07-18,C009,P014,29
2026-07-19,C009,P014,33
2026-07-20,C009,P014,33
2026-07-21,C009,P014,43
2026-07-22,C009,P014,37
2026-07-23,C009,P014,27
2026-07-24,C009,P014,38
2026-07-25,C009,P014,28
2026-07-26,C009,P014,29
2026-07-27,C009,P014,37
2026-07-28,C009,P014,32
2026-07-29,C009,P014,41
2026-07-30,C009,P014,32
2026-07-31,C009,P014,33
2026-08-01,C009,P014,31
2026-08-02,C009,P014,32
2026-08-03,C009,P014,46
2026-08-04,C009,P014,43
2026-08-05,C009,P014,50
2026-08-06,C009,P014,54
2026-08-07,C009,P014,33
2026-08-08,C009,P014,37
2026-08-09,C009,P014,30
2026-08-10,C009,P014,35
2026-08-11,C009,P014,35
2026-08-12,C009,P014,32
2026-08-13,C009,P014,32
2026-08-14,C009,P014,37
2026-08-15,C009,P014,27
2026-08-16,C009,P014,38
2026-08-17,C009,P014,31
2026-08-18,C009,P014,51
2026-08-19,C009,P014,32
2026-08-20,C009,P014,35
2026-08-21,C009,P014,27
2026-08-22,C009,P014,40
2026-08-23,C009,P014,37
2026-08-24,C009,P014,36
2026-08-25,C009,P014,27
2026-08-26,C009,P014,36
2026-08-27,C009,P014,29
2026-08-28,C009,P014,44
2026-08-29,C009,P014,38
2026-06-01,C010,P015,32
2026-06-02,C010,P015,20
2026-06-03,C010,P015,28
2026-06-04,C010,P015,37
2026-06-05,C010,P015,40
2026-06-06,C010,P015,37
2026-06-07,C010,P015,24
2026-06-08,C010,P015,36
2026-06-09,C010,P015,40
2026-06-10,C010,P015,25
2026-06-11,C010,P015,34
2026-06-12,C010,P015,35
2026-06-13,C010,P015,29
2026-06-14,C010,P015,21
2026-06-15,C010,P015,31
2026-06-16,C010,P015,30
2026-06-17,C010,P015,31
2026-06-18,C010,P015,28
2026-06-19,C010,P015,28
2026-06-20,C010,P015,28
2026-06-21,C010,P015,29
2026-06-22,C010,P015,28
2026-06-23,C010,P015,28
2026-06-24,C010,P015,30
2026-06-25,C010,P015,20
2026-06-26,C010,P015,32
2026-06-27,C010,P015,28
2026-06-28,C010,P015,28
2026-06-29,C010,P015,36
2026-06-30,C010,P015,22
2026-07-01,C010,P015,22
2026-07-02,C010,P015,34
2026-07-03,C010,P015,33
2026-07-04,C010,P015,32
2026-07-05,C010,P015,29
2026-07-06,C010,P015,38
2026-07-07,C010,P015,40
2026-07-08,C010,P015,37
2026-07-09,C010,P015,33
2026-07-10,C010,P015,23
2026-07-11,C010,P015,35
2026-07-12,C010,P015,37
2026-07-13,C010,P015,37
2026-07-14,C010,P015,28
2026-07-15,C010,P015,36
2026-07-16,C010,P015,36
2026-07-17,C010,P015,39
2026-07-18,C010,P015,24
2026-07-19,C010,P015,27
2026-07-20,C010,P015,34
2026-07-21,C010,P015,30
2026-07-22,C010,P015,24
2026-07-23,C010,P015,31
2026-07-24,C010,P015,32
2026-07-25,C010,P015,28
2026-07-26,C010,P015,28
2026-07-27,C010,P015,29
2026-07-28,C010,P015,38
2026-07-29,C010,P015,26
2026-07-30,C010,P015,29
2026-07-31,C010,P015,32
2026-08-01,C010,P015,34
2026-08-02,C010,P015,23
2026-08-03,C010,P015,26
2026-08-04,C010,P015,23
2026-08-05,C010,P015,34
2026-08-06,C010,P015,28
2026-08-07,C010,P015,32
2026-08-08,C010,P015,35
2026-08-09,C010,P015,28
2026-08-10,C010,P015,35
2026-08-11,C010,P015,32
2026-08-12,C010,P015,37
2026-08-13,C010,P015,36
2026-08-14,C010,P015,29
2026-08-15,C010,P015,29
2026-08-16,C010,P015,34
2026-08-17,C010,P015,33
2026-08-18,C010,P015,24
2026-08-19,C010,P015,33
2026-08-20,C010,P015,25
2026-08-21,C010,P015,36
2026-08-22,C010,P015,32
2026-08-23,C010,P015,28
2026-08-24,C010,P015,30
2026-08-25,C010,P015,29
2026-08-26,C010,P015,33
2026-08-27,C010,P015,29
2026-08-28,C010,P015,32
2026-08-29,C010,P015,33
2026-06-01,C011,P011,27
2026-06-02,C011,P011,27
2026-06-03,C011,P011,25
2026-06-04,C011,P011,26
2026-06-05,C011,P011,22
2026-06-06,C011,P011,33
2026-06-07,C011,P011,38
2026-06-08,C011,P011,40
2026-06-09,C011,P011,24
2026-06-10,C011,P011,36
2026-06-11,C011,P011,39
2026-06-12,C011,P011,29
2026-06-13,C011,P011,29
2026-06-14,C011,P011,19
2026-06-15,C011,P011,32
2026-06-16,C011,P011,25
2026-06-17,C011,P011,30
2026-06-18,C011,P011,22
2026-06-19,C011,P011,31
2026-06-20,C011,P011,30
2026-06-21,C011,P011,22
2026-06-22,C011,P011,23
2026-06-23,C011,P011,18
2026-06-24,C011,P011,26
2026-06-25,C011,P011,25
2026-06-26,C011,P011,21
2026-06-27,C011,P011,28
2026-06-28,C011,P011,24
2026-06-29,C011,P011,24
2026-06-30,C011,P011,27
